ScientificName,Ocean,latitude,longitude,DepthInMeters,ObservationYear,IndividualCount,CategoricalAbundance,Density,Condition,Temperature,Salinity,pH,pHscale
Octocorallia,North Pacific,33.97866,-119.4088,294,2016,2.0,present,,,,,,
Octocorallia,North Pacific,33.97888,-119.40892,292,2016,1.0,present,,,,,,
Octocorallia,North Pacific,33.97892,-119.40908,292,2016,1.0,present,,,,,,
Octocorallia,North Pacific,33.97892,-119.40914,291,2016,1.0,present,,,,,,
Octocorallia,North Pacific,33.97955,-119.40919,293,2016,1.0,present,,,,,,
Octocorallia,North Pacific,33.97838,-119.40875,299,2016,1.0,present,,,,,,
Octocorallia,North Pacific,33.97847,-119.40868,296,2016,1.0,present,,,,,,
Porifera,North Pacific,33.97861,-119.40876,294,2016,1.0,present,,,,,,
Adelogorgia,North Pacific,33.92825,-119.83402,103,2016,1.0,present,,Live,,,,
Adelogorgia,North Pacific,33.92825,-119.83402,103,2016,1.0,present,,Live,,,,
Stylasteridae,North Pacific,33.92825,-119.83402,103,2016,1.0,present,,Live,,,,
Eugorgia rubens,North Pacific,33.92885,-119.83631,98,2016,1.0,present,,Live,,,,
Scleractinia,North Pacific,33.92885,-119.83631,98,2016,1.0,present,,,,,,
Scleractinia,North Pacific,33.94936,-119.84857,96,2016,1.0,present,,,,,,
Scleractinia,North Pacific,33.9443,-119.84097,84,2016,1.0,present,,,,,,
Acanthogorgia,North Pacific,33.95936,-119.47547,169,2016,1.0,present,,Live,,,,
Scleractinia,North Pacific,33.95946,-119.47542,173,2016,1.0,present,,,,,,
Acanthogorgia,North Pacific,33.96072,-119.48156,132,2016,1.0,present,,Live,,,,
Acanthogorgia,North Pacific,33.96066,-119.48142,153,2016,1.0,present,,Live,,,,
Acanthogorgia,North Pacific,33.96072,-119.48149,152,2016,1.0,present,,Live,,,,
Scleractinia,North Pacific,34.16396,-120.44449,114,2016,1.0,present,,,,,,
Eugorgia rubens,North Pacific,34.08686,-120.10216,84,2016,1.0,present,,Live,,,,
Adelogorgia,North Pacific,33.8978,-119.92746,88,2016,1.0,present,,Live,,,,
Adelogorgia,North Pacific,34.08686,-120.10202,85,2016,1.0,present,,Live,,,,
Adelogorgia,North Pacific,34.08685,-120.10203,85,2016,1.0,present,,Live,,,,
Eugorgia rubens,North Pacific,34.08672,-120.10236,87,2016,1.0,present,,Live,,,,
Eugorgia rubens,North Pacific,34.08632,-120.10267,82,2016,1.0,present,,Live,,,,
Eugorgia rubens,North Pacific,34.08631,-120.10267,82,2016,1.0,present,,Live,,,,
Adelogorgia,North Pacific,34.08631,-120.1026,82,2016,1.0,present,,Live,,,,
Gorgoniidae,North Pacific,33.89647,-119.92738,90,2016,1.0,present,,Live,,,,
Adelogorgia,North Pacific,33.8978,-119.92746,88,2016,1.0,present,,Live,,,,
Adelogorgia,North Pacific,33.8978,-119.92746,88,2016,1.0,present,,Live,,,,
Adelogorgia,North Pacific,33.8978,-119.92746,88,2016,1.0,present,,Live,,,,
Adelogorgia,North Pacific,33.8978,-119.92746,88,2016,1.0,present,,Live,,,,
Adelogorgia,North Pacific,33.8978,-119.92746,88,2016,1.0,present,,Live,,,,
Scleractinia,North Pacific,33.89647,-119.92738,90,2016,1.0,present,,,,,,
Scleractinia,North Pacific,33.89647,-119.92738,90,2016,1.0,present,,,,,,
Adelogorgia,North Pacific,33.89666,-119.92619,90,2016,1.0,present,,Live,,,,
Gorgoniidae,North Pacific,33.89666,-119.92619,90,2016,1.0,present,,Live,,,,
Scleractinia,North Pacific,33.89666,-119.92619,90,2016,1.0,present,,,,,,
Adelogorgia,North Pacific,33.89911,-119.9312,85,2016,1.0,present,,Live,,,,
Adelogorgia,North Pacific,33.89911,-119.9312,85,2016,1.0,present,,Live,,,,
Adelogorgia,North Pacific,33.89911,-119.9312,85,2016,1.0,present,,Live,,,,
Adelogorgia,North Pacific,33.89911,-119.9312,85,2016,1.0,present,,Live,,,,
Acanthogorgia,North Pacific,33.9593,-119.47541,172,2016,1.0,present,,Live,,,,
Acanthogorgia,North Pacific,33.95936,-119.47547,178,2016,1.0,present,,Live,,,,
Heteropolypus ritteri,North Pacific,33.51944,-119.2523,853,2016,1.0,present,,,,,,
Hexactinellida,North Pacific,33.51944,-119.2523,853,2016,,,,Live,,,,
Hexactinellida,North Pacific,33.61158,-120.31907,1161,2016,,,,Live,,,,
Porifera,North Pacific,33.94443,-119.8495,326,2015,,,,Live,,,,
Porifera,North Pacific,34.16396,-120.44449,114,2016,,,,Live,,,,
Porifera,North Pacific,34.09081,-120.09203,80,2016,,,,Live,,,,
Porifera,North Pacific,33.89911,-119.9312,85,2016,,,,Live,,,,
Porifera,North Pacific,33.75122,-119.18828,129,2016,,,,Live,,,,
Porifera,North Pacific,33.60933,-120.31674,1206,2016,,,,Live,,,,
Porifera,North Pacific,33.75141,-119.1879,144,2016,,,,Live,,,,
Pennatuloidea,North Pacific,33.96912,-119.58433,82,2017,14.0,,0.0,Live,10.7,,,
Ptilosarcus gurneyi,North Pacific,33.96912,-119.58433,82,2017,1.0,,0.0,Live,10.7,,,
Pennatula phosphorea,North Pacific,33.96912,-119.58433,82,2017,2.0,,0.0,Live,10.7,,,
Acanthoptilum gracile,North Pacific,33.96912,-119.58433,82,2017,4.0,,0.0,Live,10.7,,,
Pennatuloidea,North Pacific,33.96684,-119.58332,86,2017,10.0,,0.0,Live,10.6,,,
Pennatula phosphorea,North Pacific,33.96684,-119.58332,86,2017,5.0,,0.0,Live,10.6,,,
Acanthoptilum gracile,North Pacific,33.96684,-119.58332,86,2017,6.0,,0.0,Live,10.6,,,
Porifera,North Pacific,33.96578,-119.58231,86,2017,4.0,,0.0,Live,10.4,,,
Eugorgia rubens,North Pacific,33.96605,-119.58176,86,2017,1.0,,0.0,Live,10.5,,,
Pennatuloidea,North Pacific,33.96605,-119.58176,86,2017,3.0,,0.0,Live,10.5,,,
Octocorallia,North Pacific,33.96605,-119.58176,86,2017,3.0,,0.0,Live,10.5,,,
Pennatula phosphorea,North Pacific,33.96605,-119.58176,86,2017,1.0,,0.0,Live,10.5,,,
Porifera,North Pacific,33.96605,-119.58176,86,2017,2.0,,0.0,Live,10.5,,,
Acanthoptilum gracile,North Pacific,33.96615,-119.58129,86,2017,1.0,,0.0,Live,10.4,,,
Porifera,North Pacific,33.96615,-119.58129,86,2017,5.0,,0.0,Live,10.4,,,
Pennatuloidea,North Pacific,33.96583,-119.58009,88,2017,8.0,,0.0,Live,10.2,,,
Pennatula phosphorea,North Pacific,33.96583,-119.58009,88,2017,7.0,,0.0,Live,10.2,,,
Acanthoptilum gracile,North Pacific,33.96583,-119.58009,88,2017,2.0,,0.0,Live,10.2,,,
Pennatuloidea,North Pacific,33.96564,-119.57941,88,2017,13.0,,0.0,Live,10.2,,,
Pennatula phosphorea,North Pacific,33.96564,-119.57941,88,2017,3.0,,0.0,Live,10.2,,,
Acanthoptilum gracile,North Pacific,33.96564,-119.57941,88,2017,1.0,,0.0,Live,10.2,,,
Porifera,North Pacific,33.96564,-119.57941,88,2017,4.0,,0.0,Live,10.2,,,
Pennatuloidea,North Pacific,33.9654,-119.57877,88,2017,1.0,,0.0,Live,10.0,,,
Ptilosarcus gurneyi,North Pacific,33.9654,-119.57877,88,2017,1.0,,0.0,Live,10.0,,,
Pennatula phosphorea,North Pacific,33.9654,-119.57877,88,2017,1.0,,0.0,Live,10.0,,,
Acanthoptilum gracile,North Pacific,33.9654,-119.57877,88,2017,1.0,,0.0,Live,10.0,,,
Porifera,North Pacific,33.9654,-119.57877,88,2017,1.0,,0.0,Live,10.0,,,
Eugorgia rubens,North Pacific,33.96557,-119.57755,86,2017,1.0,,0.0,Live,9.9,,,
Pennatuloidea,North Pacific,33.96557,-119.57755,86,2017,2.0,,0.0,Live,9.9,,,
Ptilosarcus gurneyi,North Pacific,33.96557,-119.57755,86,2017,3.0,,0.0,Live,9.9,,,
Porifera,North Pacific,33.96557,-119.57755,86,2017,1.0,,0.0,Live,9.9,,,
Pennatuloidea,North Pacific,33.96617,-119.577,85,2017,14.0,,0.0,Live,9.9,,,
Ptilosarcus gurneyi,North Pacific,33.96617,-119.577,85,2017,1.0,,0.0,Live,9.9,,,
Pennatula phosphorea,North Pacific,33.96617,-119.577,85,2017,1.0,,0.0,Live,9.9,,,
Acanthoptilum gracile,North Pacific,33.96617,-119.577,85,2017,4.0,,0.0,Live,9.9,,,
Pennatuloidea,North Pacific,33.96692,-119.577,84,2017,16.0,,0.0,Live,10.0,,,
Pennatula phosphorea,North Pacific,33.96692,-119.577,84,2017,4.0,,0.0,Live,10.0,,,
Acanthoptilum gracile,North Pacific,33.96692,-119.577,84,2017,1.0,,0.0,Live,10.0,,,
Antipathes dendrochristos,North Pacific,33.96569,-119.543,246,2017,1.0,,0.0,Live,8.6,,,
Porifera,North Pacific,33.96569,-119.543,246,2017,19.0,,0.0,Live,8.6,,,
Antipathes dendrochristos,North Pacific,33.9665,-119.543,228,2017,14.0,,0.0,Live,8.6,,,
Porifera,North Pacific,33.9665,-119.543,228,2017,26.0,,0.0,Live,8.6,,,
Hexactinellida,North Pacific,33.9665,-119.543,228,2017,2.0,,0.0,Live,8.6,,,
Antipathes dendrochristos,North Pacific,33.96717,-119.543,204,2017,5.0,,0.0,Live,8.6,,,
Porifera,North Pacific,33.96717,-119.543,204,2017,19.0,,0.0,Live,8.6,,,
Hexactinellida,North Pacific,33.96717,-119.543,204,2017,1.0,,0.0,Live,8.6,,,
Plumarella longispina,North Pacific,33.96874,-119.543,178,2017,2.0,,0.0,Live,8.7,,,
Porifera,North Pacific,33.96874,-119.543,178,2017,3.0,,0.0,Live,8.7,,,
Acanthogorgia,North Pacific,33.96932,-119.544,162,2017,2.0,,0.0,Live,8.8,,,
Porifera,North Pacific,33.96932,-119.544,162,2017,4.0,,0.0,Live,8.8,,,
Acanthogorgia,North Pacific,33.96995,-119.544,145,2017,4.0,,0.0,Live,8.9,,,
Antipathes dendrochristos,North Pacific,33.96995,-119.544,145,2017,1.0,,0.0,Live,8.9,,,
Octocorallia,North Pacific,33.96995,-119.544,145,2017,2.0,,0.0,Live,8.9,,,
Porifera,North Pacific,33.96995,-119.544,145,2017,4.0,,0.0,Live,8.9,,,
Hexactinellida,North Pacific,33.96995,-119.544,145,2017,1.0,,0.0,Live,8.9,,,
Pennatuloidea,North Pacific,33.95122,-119.62034,242,2017,9.0,,0.0,Live,8.6,,,
Pennatula phosphorea,North Pacific,33.95122,-119.62034,242,2017,1.0,,0.0,Live,8.6,,,
Pennatuloidea,North Pacific,33.95179,-119.62093,230,2017,17.0,,0.0,Live,8.7,,,
Pennatuloidea,North Pacific,33.95354,-119.62321,168,2017,6.0,,0.0,Live,8.8,,,
Pennatula phosphorea,North Pacific,33.95354,-119.62321,168,2017,1.0,,0.0,Live,8.8,,,
Pennatuloidea,North Pacific,33.95406,-119.62375,154,2017,6.0,,0.0,Live,8.8,,,
Pennatula phosphorea,North Pacific,33.95406,-119.62375,154,2017,1.0,,0.0,Live,8.8,,,
Acanthogorgia,North Pacific,33.92327,-119.8016,334,2017,1.0,,0.0,Live,8.2,,,
Heteropolypus ritteri,North Pacific,33.92327,-119.8016,334,2017,2.0,,0.0,Live,8.2,,,
Callistephanus pacificus,North Pacific,33.92327,-119.8016,334,2017,4.0,,0.0,Live,8.2,,,
Porifera,North Pacific,33.92327,-119.8016,334,2017,36.0,,1.0,Live,8.2,,,
Farrea,North Pacific,33.92327,-119.8016,334,2017,6.0,,0.0,Live,8.2,,,
Paragorgia arborea var. pacifica,North Pacific,33.92356,-119.80159,309,2017,1.0,,0.0,Live,8.4,,,
Porifera,North Pacific,33.92356,-119.80159,309,2017,15.0,,0.0,Live,8.4,,,
Farrea,North Pacific,33.92356,-119.80159,309,2017,7.0,,0.0,Live,8.4,,,
Porifera,North Pacific,33.92373,-119.80157,289,2017,29.0,,1.0,Live,8.4,,,
Farrea,North Pacific,33.92373,-119.80157,289,2017,5.0,,0.0,Live,8.4,,,
Antipathes dendrochristos,North Pacific,33.92491,-119.80159,210,2017,1.0,,0.0,Live,8.9,,,
Paragorgia arborea var. pacifica,North Pacific,33.92491,-119.80159,210,2017,1.0,,0.0,Live,8.9,,,
Porifera,North Pacific,33.92491,-119.80159,210,2017,6.0,,0.0,Live,8.9,,,
Octocorallia,North Pacific,33.92512,-119.80183,186,2017,2.0,,0.0,Live,8.9,,,
Porifera,North Pacific,33.92512,-119.80183,186,2017,8.0,,0.0,Live,8.9,,,
Acanthogorgia,North Pacific,33.9253,-119.80219,173,2017,1.0,,0.0,Live,8.9,,,
Octocorallia,North Pacific,33.9253,-119.80219,173,2017,1.0,,0.0,Live,8.9,,,
Desmophyllum pertusum,North Pacific,33.9253,-119.80219,173,2017,18.0,,0.0,,8.9,,,
Porifera,North Pacific,33.9253,-119.80219,173,2017,6.0,,0.0,Live,8.9,,,
Octocorallia,North Pacific,33.92671,-119.8026,140,2017,2.0,,0.0,Live,9.2,,,
Adelogorgia phyllosclera,North Pacific,33.92706,-119.80289,127,2017,12.0,,0.0,Live,9.2,,,
Octocorallia,North Pacific,33.92706,-119.80289,127,2017,8.0,,0.0,Live,9.2,,,
Adelogorgia phyllosclera,North Pacific,33.92737,-119.8032,112,2017,99.0,,1.0,Live,9.2,,,
Octocorallia,North Pacific,33.92737,-119.8032,112,2017,2.0,,0.0,Live,9.2,,,
Adelogorgia phyllosclera,North Pacific,33.92762,-119.80359,104,2017,278.0,,3.0,Live,9.3,,,
Eugorgia rubens,North Pacific,33.92762,-119.80359,104,2017,1.0,,0.0,Live,9.3,,,
Octocorallia,North Pacific,33.92762,-119.80359,104,2017,12.0,,0.0,Live,9.3,,,
Adelogorgia phyllosclera,North Pacific,33.92805,-119.80376,102,2017,536.0,,6.0,Live,9.4,,,
Eugorgia rubens,North Pacific,33.92805,-119.80376,102,2017,2.0,,0.0,Live,9.4,,,
Octocorallia,North Pacific,33.92805,-119.80376,102,2017,22.0,,0.0,Live,9.4,,,
Adelogorgia phyllosclera,North Pacific,33.92946,-119.80678,100,2017,833.0,,9.0,Live,9.2,,,
Eugorgia rubens,North Pacific,33.92946,-119.80678,100,2017,2.0,,0.0,Live,9.2,,,
Octocorallia,North Pacific,33.92946,-119.80678,100,2017,17.0,,0.0,Live,9.2,,,
Adelogorgia phyllosclera,North Pacific,33.92978,-119.80721,101,2017,605.0,,7.0,Live,9.3,,,
Octocorallia,North Pacific,33.92978,-119.80721,101,2017,6.0,,0.0,Live,9.3,,,
Eugorgia rubens,North Pacific,33.94476,-119.69556,72,2017,8.0,,0.0,Live,9.9,,,
Adelogorgia phyllosclera,North Pacific,33.94457,-119.69627,70,2017,1.0,,0.0,Live,10.1,,,
Eugorgia rubens,North Pacific,33.94457,-119.69627,70,2017,20.0,,0.0,Live,10.1,,,
Octocorallia,North Pacific,33.94457,-119.69627,70,2017,2.0,,0.0,Live,10.1,,,
Adelogorgia phyllosclera,North Pacific,33.94438,-119.69695,69,2017,1.0,,0.0,Live,10.2,,,
Eugorgia rubens,North Pacific,33.94438,-119.69695,69,2017,8.0,,0.0,Live,10.2,,,
Adelogorgia phyllosclera,North Pacific,33.94408,-119.69847,69,2017,3.0,,0.0,Live,10.3,,,
Eugorgia rubens,North Pacific,33.94408,-119.69847,69,2017,16.0,,0.0,Live,10.3,,,
Porifera,North Pacific,33.94408,-119.69847,69,2017,1.0,,0.0,Live,10.3,,,
Eugorgia rubens,North Pacific,33.94387,-119.69911,71,2017,17.0,,0.0,Live,11.0,,,
Pennatuloidea,North Pacific,33.94387,-119.69911,71,2017,1.0,,0.0,Live,11.0,,,
Octocorallia,North Pacific,33.94387,-119.69911,71,2017,1.0,,0.0,Live,11.0,,,
Pennatuloidea,North Pacific,33.94327,-119.70196,74,2017,5.0,,0.0,Live,10.5,,,
Pennatuloidea,North Pacific,33.94304,-119.70284,74,2017,6.0,,0.0,Live,10.5,,,
Eugorgia rubens,North Pacific,33.94295,-119.70372,74,2017,1.0,,0.0,Live,10.5,,,
Pennatuloidea,North Pacific,33.94295,-119.70372,74,2017,1.0,,0.0,Live,10.5,,,
Octocorallia,North Pacific,33.94295,-119.70372,74,2017,1.0,,0.0,Live,10.5,,,
Pennatuloidea,North Pacific,33.94254,-119.70541,78,2017,13.0,,0.0,Live,10.2,,,
Acanthoptilum gracile,North Pacific,33.94254,-119.70541,78,2017,3.0,,0.0,Live,10.2,,,
Pennatuloidea,North Pacific,33.94231,-119.70624,80,2017,11.0,,0.0,Live,10.0,,,
Pennatula phosphorea,North Pacific,33.94231,-119.70624,80,2017,5.0,,0.0,Live,10.0,,,
Acanthoptilum gracile,North Pacific,33.94231,-119.70624,80,2017,1.0,,0.0,Live,10.0,,,
Pennatuloidea,North Pacific,33.94221,-119.70702,80,2017,10.0,,0.0,Live,10.0,,,
Pennatula phosphorea,North Pacific,33.94221,-119.70702,80,2017,4.0,,0.0,Live,10.0,,,
Pennatuloidea,North Pacific,33.91569,-119.85261,326,2017,4.0,,0.0,Live,8.0,,,
Ptilosarcus gurneyi,North Pacific,33.91569,-119.85261,326,2017,1.0,,0.0,Live,8.0,,,
Pennatuloidea,North Pacific,33.91633,-119.85224,318,2017,35.0,,0.0,Live,8.2,,,
Pennatuloidea,North Pacific,33.91994,-119.8499,248,2017,21.0,,0.0,Live,8.6,,,
Callistephanus pacificus,North Pacific,33.91994,-119.8499,248,2017,4.0,,0.0,Live,8.6,,,
Porifera,North Pacific,33.91994,-119.8499,248,2017,15.0,,0.0,Live,8.6,,,
Pennatuloidea,North Pacific,33.92079,-119.84952,232,2017,84.0,,1.0,Live,8.7,,,
Callistephanus pacificus,North Pacific,33.92079,-119.84952,232,2017,4.0,,0.0,Live,8.7,,,
Pennatula phosphorea,North Pacific,33.92079,-119.84952,232,2017,1.0,,0.0,Live,8.7,,,
Porifera,North Pacific,33.92079,-119.84952,232,2017,7.0,,0.0,Live,8.7,,,
Pennatuloidea,North Pacific,33.9216,-119.84943,216,2017,61.0,,1.0,Live,8.7,,,
Pennatuloidea,North Pacific,33.92607,-119.84844,114,2017,3.0,,0.0,Live,9.2,,,
Adelogorgia phyllosclera,North Pacific,33.92713,-119.84822,102,2017,5.0,,0.0,Live,9.3,,,
Pennatuloidea,North Pacific,33.92713,-119.84822,102,2017,3.0,,0.0,Live,9.3,,,
Pennatula phosphorea,North Pacific,33.92713,-119.84822,102,2017,7.0,,0.0,Live,9.3,,,
Porifera,North Pacific,33.92713,-119.84822,102,2017,4.0,,0.0,Live,9.3,,,
Octocorallia,North Pacific,33.9459,-119.62947,320,2017,5.0,,0.0,Live,8.4,,,
Heteropolypus ritteri,North Pacific,33.9459,-119.62947,320,2017,1.0,,0.0,Live,8.4,,,
Pennatula phosphorea,North Pacific,33.9459,-119.62947,320,2017,1.0,,0.0,Live,8.4,,,
Porifera,North Pacific,33.9459,-119.62947,320,2017,13.0,,0.0,Live,8.4,,,
Pennatuloidea,North Pacific,33.94613,-119.62999,304,2017,5.0,,0.0,Live,8.5,,,
Octocorallia,North Pacific,33.94613,-119.62999,304,2017,4.0,,0.0,Live,8.5,,,
Paragorgia arborea var. pacifica,North Pacific,33.94613,-119.62999,304,2017,2.0,,0.0,Live,8.5,,,
Plumarella longispina,North Pacific,33.94613,-119.62999,304,2017,1.0,,0.0,Live,8.5,,,
Pennatula phosphorea,North Pacific,33.94613,-119.62999,304,2017,1.0,,0.0,Live,8.5,,,
Porifera,North Pacific,33.94613,-119.62999,304,2017,16.0,,0.0,Live,8.5,,,
Pennatuloidea,North Pacific,33.94638,-119.6304,289,2017,16.0,,0.0,Live,8.5,,,
Porifera,North Pacific,33.94638,-119.6304,289,2017,21.0,,0.0,Live,8.5,,,
Pennatuloidea,North Pacific,33.94723,-119.63293,220,2017,4.0,,0.0,Live,8.8,,,
Porifera,North Pacific,33.94723,-119.63293,220,2017,18.0,,0.0,Live,8.8,,,
Pennatuloidea,North Pacific,33.94726,-119.63378,218,2017,16.0,,0.0,Live,9.3,,,
Porifera,North Pacific,33.94726,-119.63378,218,2017,4.0,,0.0,Live,9.3,,,
Pennatuloidea,North Pacific,33.94711,-119.63451,223,2017,27.0,,0.0,Live,8.8,,,
Porifera,North Pacific,33.94711,-119.63451,223,2017,4.0,,0.0,Live,8.8,,,
Pennatuloidea,North Pacific,33.94714,-119.63912,183,2017,3.0,,0.0,Live,9.0,,,
Acanthoptilum gracile,North Pacific,33.94807,-119.64036,148,2017,2.0,,0.0,Live,9.0,,,
Pennatuloidea,North Pacific,33.94305,-119.75489,84,2017,49.0,,0.0,Live,10.2,,,
Pennatula phosphorea,North Pacific,33.94305,-119.75489,84,2017,11.0,,0.0,Live,10.2,,,
Eugorgia rubens,North Pacific,33.94354,-119.75563,78,2017,2.0,,0.0,Live,10.2,,,
Pennatuloidea,North Pacific,33.94354,-119.75563,78,2017,19.0,,0.0,Live,10.2,,,
Acanthoptilum gracile,North Pacific,33.94354,-119.75563,78,2017,3.0,,0.0,Live,10.2,,,
Eugorgia rubens,North Pacific,33.94403,-119.75617,74,2017,4.0,,0.0,Live,10.3,,,
Leptogorgia chilensis,North Pacific,33.94403,-119.75617,74,2017,1.0,,0.0,Live,10.3,,,
Pennatuloidea,North Pacific,33.94403,-119.75617,74,2017,27.0,,0.0,Live,10.3,,,
Pennatula phosphorea,North Pacific,33.94403,-119.75617,74,2017,1.0,,0.0,Live,10.3,,,
Pennatuloidea,North Pacific,33.94465,-119.75726,66,2017,36.0,,0.0,Live,10.3,,,
Acanthoptilum gracile,North Pacific,33.94465,-119.75726,66,2017,3.0,,0.0,Live,10.3,,,
Eugorgia rubens,North Pacific,33.94553,-119.75769,64,2017,4.0,,0.0,Live,10.3,,,
Pennatuloidea,North Pacific,33.94553,-119.75769,64,2017,21.0,,0.0,Live,10.3,,,
Porifera,North Pacific,33.94553,-119.75769,64,2017,1.0,,0.0,Live,10.3,,,
Pennatuloidea,North Pacific,33.94627,-119.75764,62,2017,3.0,,0.0,Live,10.3,,,
Porifera,North Pacific,33.94627,-119.75764,62,2017,3.0,,0.0,Live,10.3,,,
Eugorgia rubens,North Pacific,33.94672,-119.75758,61,2017,3.0,,0.0,Live,10.4,,,
Leptogorgia chilensis,North Pacific,33.94672,-119.75758,61,2017,1.0,,0.0,Live,10.4,,,
Pennatuloidea,North Pacific,33.94672,-119.75758,61,2017,28.0,,0.0,Live,10.4,,,
Acanthoptilum gracile,North Pacific,33.94672,-119.75758,61,2017,2.0,,0.0,Live,10.4,,,
Antipathes dendrochristos,North Pacific,33.95632,-119.53925,346,2017,1.0,,0.0,Live,8.3,,,
Porifera,North Pacific,33.95632,-119.53925,346,2017,4.0,,0.0,Live,8.3,,,
Antipathes dendrochristos,North Pacific,33.95695,-119.53942,307,2017,6.0,,0.0,Live,8.4,,,
Paragorgia arborea var. pacifica,North Pacific,33.95695,-119.53942,307,2017,1.0,,0.0,Live,8.4,,,
Porifera,North Pacific,33.95695,-119.53942,307,2017,19.0,,0.0,Live,8.4,,,
Porifera,North Pacific,33.95738,-119.54018,280,2017,32.0,,0.0,Live,8.5,,,
Antipathes dendrochristos,North Pacific,33.9576,-119.54087,266,2017,3.0,,0.0,Live,10.0,,,
Porifera,North Pacific,33.9576,-119.54087,266,2017,62.0,,0.0,Live,10.0,,,
Antipathes dendrochristos,North Pacific,33.95777,-119.54169,252,2017,25.0,,0.0,Live,8.6,,,
Porifera,North Pacific,33.95777,-119.54169,252,2017,51.0,,0.0,Live,8.6,,,
Farrea,North Pacific,33.95777,-119.54169,252,2017,1.0,,0.0,Live,8.6,,,
Antipathes dendrochristos,North Pacific,33.95811,-119.5431,234,2017,37.0,,0.0,Live,8.7,,,
Octocorallia,North Pacific,33.95811,-119.5431,234,2017,1.0,,0.0,Live,8.7,,,
Porifera,North Pacific,33.95811,-119.5431,234,2017,48.0,,0.0,Live,8.7,,,
Antipathes dendrochristos,North Pacific,33.95828,-119.54393,232,2017,14.0,,0.0,Live,10.9,,,
Porifera,North Pacific,33.95828,-119.54393,232,2017,13.0,,0.0,Live,10.9,,,
Pennatuloidea,North Pacific,33.9585,-119.54454,232,2017,6.0,,0.0,Live,8.7,,,
Antipathes dendrochristos,North Pacific,33.9585,-119.54454,232,2017,4.0,,0.0,Live,8.7,,,
Desmophyllum pertusum,North Pacific,33.9585,-119.54454,232,2017,1.0,,0.0,,8.7,,,
Porifera,North Pacific,33.9585,-119.54454,232,2017,20.0,,0.0,Live,8.7,,,
Antipathes dendrochristos,North Pacific,33.95885,-119.54628,231,2017,19.0,,0.0,Live,8.6,,,
Paragorgia arborea var. pacifica,North Pacific,33.95885,-119.54628,231,2017,1.0,,0.0,Live,8.6,,,
Porifera,North Pacific,33.95885,-119.54628,231,2017,47.0,,0.0,Live,8.6,,,
Acanthogorgia,North Pacific,33.95895,-119.54711,231,2017,2.0,,0.0,Live,8.6,,,
Antipathes dendrochristos,North Pacific,33.95895,-119.54711,231,2017,11.0,,0.0,Live,8.6,,,
Porifera,North Pacific,33.95895,-119.54711,231,2017,32.0,,0.0,Live,8.6,,,
Antipathes dendrochristos,North Pacific,33.95913,-119.54751,231,2017,33.0,,0.0,Live,8.6,,,
Paragorgia arborea var. pacifica,North Pacific,33.95913,-119.54751,231,2017,1.0,,0.0,Live,8.6,,,
Callistephanus pacificus,North Pacific,33.95913,-119.54751,231,2017,4.0,,0.0,Live,8.6,,,
Porifera,North Pacific,33.95913,-119.54751,231,2017,28.0,,0.0,Live,8.6,,,
Acanthogorgia,North Pacific,33.96505,-119.52388,323,2017,1.0,,0.0,Live,8.4,,,
Antipathes dendrochristos,North Pacific,33.96505,-119.52388,323,2017,2.0,,0.0,Live,8.4,,,
Paragorgia arborea var. pacifica,North Pacific,33.96505,-119.52388,323,2017,1.0,,0.0,Live,8.4,,,
Porifera,North Pacific,33.96505,-119.52388,323,2017,22.0,,0.0,Live,8.4,,,
Antipathes dendrochristos,North Pacific,33.96563,-119.52431,308,2017,3.0,,0.0,Live,8.4,,,
Porifera,North Pacific,33.96563,-119.52431,308,2017,17.0,,0.0,Live,8.4,,,
Antipathes dendrochristos,North Pacific,33.96723,-119.52589,238,2017,1.0,,0.0,Live,8.4,,,
Porifera,North Pacific,33.96723,-119.52589,238,2017,24.0,,0.0,Live,8.4,,,
Antipathes dendrochristos,North Pacific,33.96738,-119.52623,230,2017,5.0,,0.0,Live,8.4,,,
Paragorgia arborea var. pacifica,North Pacific,33.96738,-119.52623,230,2017,1.0,,0.0,Live,8.4,,,
Porifera,North Pacific,33.96738,-119.52623,230,2017,21.0,,0.0,Live,8.4,,,
Antipathes dendrochristos,North Pacific,33.96756,-119.52667,226,2017,6.0,,0.0,Live,8.4,,,
Paragorgia arborea var. pacifica,North Pacific,33.96756,-119.52667,226,2017,1.0,,0.0,Live,8.4,,,
Porifera,North Pacific,33.96756,-119.52667,226,2017,44.0,,1.0,Live,8.4,,,
Farrea,North Pacific,33.96756,-119.52667,226,2017,2.0,,0.0,Live,8.4,,,
Acanthogorgia,North Pacific,33.96802,-119.52725,214,2017,1.0,,0.0,Live,8.4,,,
Antipathes dendrochristos,North Pacific,33.96802,-119.52725,214,2017,3.0,,0.0,Live,8.4,,,
Porifera,North Pacific,33.96802,-119.52725,214,2017,42.0,,1.0,Live,8.4,,,
Antipathes dendrochristos,North Pacific,33.9681,-119.52761,212,2017,12.0,,0.0,Live,8.4,,,
Porifera,North Pacific,33.9681,-119.52761,212,2017,99.0,,1.0,Live,8.4,,,
Antipathes dendrochristos,North Pacific,33.96843,-119.52793,208,2017,11.0,,0.0,Live,9.4,,,
Pennatula phosphorea,North Pacific,33.96843,-119.52793,208,2017,1.0,,0.0,Live,9.4,,,
